"Name","CtrlIndex","Method","Class","Superclass","Parameters"
"hideSplashScreen","0x249","< Application, Lhc/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lhr0/a>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"removeMapGroundOverlay","0x37a","< Application, Lit0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lit0/m1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""mapId"":""Int""}"
"createBLEConnection","0xb4","< Application, Lds0/e, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lds0/e>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""deviceId"":""String"",""Key"":""String"",""GroupId"":""Int""}"
"publishWechatStateActivity","0x42e","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/va, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/va>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"getFileInfo","0x116","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/file/d0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/d0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"removeNativeView","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/extendplugin/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/skyline/nativeview/h>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"updateMultiPickerView","0x102","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/picker/a, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/picker/f0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""headerText"":""String"",""array"":""JSONArray""}"
"shareAppMessageDirectly","0xf0","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/share/x, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/b0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""rendererOptions"":""JSONObject"",""videoThumbPath"":""String"",""liteAppQuery"":""String"",""videoMD5"":""String"",""singlePage"":""JSONObject"",""signature"":""String"",""openId"":""String"",""link"":""String"",""skyline"":""JSONObject"",""liteAppBizData"":""String"",""type"":""String"",""sdkVersionEnd"":""String"",""sdkVersionBegin"":""String"",""title"":""String"",""liteAppPath"":""String"",""mode"":""String"",""path"":""String"",""chatroomUsername"":""String"",""playDesc"":""String"",""androidVersionEnd"":""String"",""cacheKey"":""String"",""imageUrl"":""String"",""messageExtraData"":""String"",""hasRelievedBuyPlugin"":""Boolean"",""liteAppId"":""String"",""videoButtonText"":""String"",""androidVersionBegin"":""String"",""handleWebviewPreload"":""String"",""videoPath"":""String"",""thumbDataHash"":""String"",""navigationBarRightButton"":""JSONObject"",""webViewUrl"":""String"",""page"":""JSONObject"",""to"":""String"",""window"":""JSONObject"",""webpageUrl"":""String""}"
"getNpuLibsPath","0x54c","< Application, Lxr0/d, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lxr0/d>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"operateXWebLivePlayer","0x237","< Application, Lcom/tencent/mm/plugin/appbrand/extendplugin/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Ldw0/f>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""viewId"":""Int"",""type"":""String""}"
"openQRCode","0x1b2","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/scanner/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/scanner/b>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""GroupId"":""Int"",""ExptCheckSum"":""String"",""needResult"":""String"",""ExptType"":""Int"",""scanType"":""String"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""desc"":""String""}"
"getGamePerformance","0xfffffffe","< Application, Lau0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lau0/b>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"setAlreadyAcceptPrivacyScopeList","0x518","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/sb, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sb>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""scopeList"":""JSONArray"",""pipelineScopeMap"":""JSONObject"",""jsapiScopeMap"":""JSONObject""}"
"sendBizRedPacket","0xda","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/u1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/u1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""key_appbrand_from_path"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""key_appbrand_from_scene"":""String"",""BucketSrc"":""Long"",""key_appbrand_from_username"":""String"",""src_username"":""String"",""paySign"":""String"",""appId"":""String"",""signType"":""String"",""ExptId"":""Int"",""package"":""String"",""cookie"":""String"",""StartTime"":""Long"",""reqKey"":""String"",""nonceStr"":""String"",""url"":""String"",""GroupId"":""Int"",""timeStamp"":""String"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""partnerId"":""String"",""ExptSequence"":""Int"",""Key"":""String""}"
"openLink","0x0","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/t8, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/t8>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""url"":""String""}"
"navigateBackH5","0x251","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/e, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/e>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""extraData"":""String""}"
"getRandomValues","0x394","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/x5, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/x5>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"openChannelsRewardedVideoAd","0x3e9","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/channels/z, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/z>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"setTabBarStyle","0x1a1","< Application, Lzt0/l1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lzt0/l1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"requestWCPayRealnameVerify","0x4c5","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"chooseMessageFile","0x214","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/media/z2, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/z2>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"openADCanvas","0x1dc","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/advertise/c, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/advertise/c>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"choosePhoneNumberAreaCode","0x4f9","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/r4, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/r4>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"getSavedFileList","0x73","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/file/h0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"openChannelsLive","0x3c8","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/channels/m, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/mbjsapi/g>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"vibrateShort","0xe6","< Application, Lmu0/r0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lgb4/a>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""style"":""String""}"
"operateDownloadTask","0x10e","< Application, Lnt0/f, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lnt0/f>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""downloadTaskId"":""String"",""operationType"":""String""}"
"cancelDownloadTask","0x1db","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/w, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/w>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""downloadIdArray"":""JSONArray""}"
"faceProcessStop","0x35f","< Application, Lzs0/l, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lzs0/l>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"updatePerfData","0xd7","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/bd, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bd>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""dataArray"":""JSONArray"",""value"":""String"",""key"":""String""}"
"insertXWebVideo","0x218","< Application, Lcom/tencent/mm/plugin/appbrand/extendplugin/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lkw0/e>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"publishWeChatStateDirectly","0x509","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/sa, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sa>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""BucketSrc"":""Long"",""StartTime"":""Long"",""ExptSequence"":""Int"",""ExptId"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"openRedPacket","0x1a8","< Application, Lht0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lht0/b>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""ExptCheckSum"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"editTextWithPopForm","0x38a","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/b5, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/b5>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"updateXWebMap","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/extendplugin/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lhw0/n>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"addToFavorites","0x320","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/t2, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/t2>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""rendererOptions"":""JSONObject"",""EndTime"":""Long"",""singlePage"":""JSONObject"",""SvrType"":""Int"",""BucketSrc"":""Long"",""skyline"":""JSONObject"",""sdkVersionEnd"":""String"",""title"":""String"",""sdkVersionBegin"":""String"",""path"":""String"",""androidVersionEnd"":""String"",""imageUrl"":""String"",""ExptId"":""Int"",""androidVersionBegin"":""String"",""StartTime"":""Long"",""handleWebviewPreload"":""String"",""GroupId"":""Int"",""navigationBarRightButton"":""JSONObject"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""window"":""JSONObject"",""page"":""JSONObject"",""ExptSequence"":""Int"",""Key"":""String""}"
"rmdir","0x17c","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/file/h, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/r1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"requestFindPayPwdWay","0x4f3","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"getScreenBrightness","0xe8","< Application, Lmu0/x, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lmu0/x>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"mkdir","0x176","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/file/h, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/z0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"saveSplashScreenshot","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/u, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/u>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"pauseVoice","0x22","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/audio/n1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/n1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"splashAdFirstStepViewLayoutStateChange","0x2f5","< Application, Lcom/tencent/mm/plugin/appbrand/ad/jsapi/w, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/w>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"cancelDownloadTaskForNative","0x291","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/x, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/x>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""downloadIdArray"":""JSONArray""}"
"invokeMiniProgramAPI",,"< Application, Lsv0/c, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lsv0/c>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"getFuzzyLocation","0x472","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/w>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"rewriteRoute","0xfffffffe","< Application, Lzt0/f0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lzt0/f0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""url"":""String""}"
"setNavigationBarRightButton","0xee","< Application, Lzt0/x0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lzt0/a2>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""iconPath"":""String""}"
"openFinderProfile","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/finder/e0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/e0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""Key"":""String"",""GroupId"":""Int""}"
"verifyPaymentPassword","0x55","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/w1, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/w1>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"reportRealtimeAction","0x6c","< Application, Lhu0/q, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lhu0/q>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""actionData"":""String""}"
"sendSms","0x469","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/rb, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/rb>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"getLabInfo","0x22d","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/lab/d, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lab/d>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""labId"":""String""}"
"sendRedCoverAppMsg","0x3de","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/qb, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/qb>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""receiveuri"":""String""}"
"chooseMedia","0xc1","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/media/w2, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/w2>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""sizeType"":""JSONArray"",""EndTime"":""Long"",""SvrType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""mediaType"":""JSONArray"",""GroupId"":""Int"",""ExptCheckSum"":""String"",""sourceType"":""JSONArray"",""ExptType"":""Int"",""ExptId"":""Int"",""ExptSequence"":""Int"",""camera"":""String"",""Key"":""String""}"
"batchPreloadMiniProgram","0x2eb","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/d4, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/d4>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""SvrType"":""Int"",""preloadList"":""String"",""BucketSrc"":""Long"",""preloadRate"":""JSONArray"",""path"":""String"",""high"":""Double"",""low"":""Double"",""appType"":""Int"",""appId"":""String"",""id"":""Int"",""ExptId"":""Int"",""openRate"":""Double"",""middle"":""Double"",""StartTime"":""Long"",""openParams"":""String"",""GroupId"":""Int"",""innerScene"":""Int"",""businessScene"":""Int"",""visitScene"":""Int"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""ExptSequence"":""Int"",""Key"":""String""}"
"operateXWebLivePusher","0x238","< Application, Lcom/tencent/mm/plugin/appbrand/extendplugin/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lfw0/e>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""viewId"":""Int"",""type"":""String""}"
"hideShareTimelineMenu","0x31b","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/share/g, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/g>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"createBLEConnection","0xb4","< Application, Lds0/e, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bluetooth/v>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""EndTime"":""Long"",""ExptCheckSum"":""String"",""SvrType"":""Int"",""ExptType"":""Int"",""StartTime"":""Long"",""BucketSrc"":""Long"",""ExptId"":""Int"",""ExptSequence"":""Int"",""deviceId"":""String"",""Key"":""String"",""GroupId"":""Int""}"
"hideToast","0x6a","< Application, Lcu0/b, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcu0/b>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"setScreenBrightness","0xe5","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/system/JsApiSetScreenBrightness2, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/system/JsApiSetScreenBrightness2>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"getWCPayOverseaPrepayRequest","0x2b5","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""Val"":""String"",""key_appbrand_from_path"":""String"",""EndTime"":""Long"",""key_appbrand_from_scene"":""String"",""SvrType"":""Int"",""BucketSrc"":""Long"",""key_appbrand_from_username"":""String"",""src_username"":""String"",""paySign"":""String"",""appId"":""String"",""signType"":""String"",""ExptId"":""Int"",""package"":""String"",""cookie"":""String"",""StartTime"":""Long"",""reqKey"":""String"",""url"":""String"",""nonceStr"":""String"",""GroupId"":""Int"",""timeStamp"":""String"",""ExptCheckSum"":""String"",""ExptType"":""Int"",""partnerId"":""String"",""ExptSequence"":""Int"",""Key"":""String""}"
"operateMusicPlayer","0x2f","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/audio/v0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/v0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"loadLibFiles","0xfffffffe","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/file/t0, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/t0>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""paths"":""JSONArray""}"
"showSplashAd","0x2ec","< Application, Lcom/tencent/mm/plugin/appbrand/ad/jsapi/u, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/u>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"isNFCTechConnected","0x335","< Application, Lst0/h, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lst0/h>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
"verifyPlugin","0x139","< Application, Lcom/tencent/mm/plugin/appbrand/jsapi/kd, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/kd>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{""data"":""String""}"
"getClipboardData","0xa9","< Application, Lmu0/n, u(Lcom/tencent/mm/plugin/appbrand/jsapi/l;Lorg/json/JSONObject;I)V >","<Application,Lmu0/n>","Lcom/tencent/mm/plugin/appbrand/jsapi/f","{}"
